Referencia;Cant. disponible;Notas ítem;Bodega;LINEA DE NEGOCIO;CLASIFICACION;MARCA;
ST8000NM017B;0.00;DISCO DURO VELOCIDAD DE ROTACIÓN DE 5400 RPM SEAGATE INTERNO 8 TB DE CAPACIDAD;101;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
GV-1701VDC;0.00;VIDEO BALUN PASIVO RJ45 2 EN 1 CORRIENTE / VIDEO AHD/HDTVI/HDCVI/CVBS;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
LP4C6DUCBL3C;0.00;PATCH CORD CAT6 ULTRADELGADO SIN BLINDAR 26AWG MULTIFILAR PARA CENTRO DE DATOS CHAQUETA CM AZUL 3M;101;05 - TRANSMISION;0501 - CABLEADO                                ;0023 - LANPRO                                  ;
LPXC6PUSBK;1.00;JACK CAT 6 RJ45 PERFORMAX COLOR NEGRO NO BLINDADOS CERTIFICADOS UL/ETL/CSA;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0023 - LANPRO                                  ;
NVR-216MH-C/16P;0.00;NVR 4K 16CH POE 2BAHIA/6TB H265+ METAL HDMI/VGA HILOOK;101;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
NVR-216MH-C;0.00;NVR 4K 1U DE 16 CANALES  ENTRADAS DE CÁMARA IP DE HASTA 16 CANALES FORMATOS DE VÍDEO H.265+/H.265/H.264+/H.26  CAPACIDAD DE DECODIFICACIÓN DE HASTA 1 CANAL A 8 MP O 5 CANALES A 1080P HASTA 160 MBPS DE ANCHO DE BANDA ENTRANTE ;101;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
LPOC51120244ZC;0.00;CABLE FO CON 24 FIBRAS MONOMODO G625 SUELTAS EN TUBOS RELLENOS DE GEL SPAN HASTA 75M CAHQUETA;101;05 - TRANSMISION;0502 - FIBRA                                   ;0001 - GENERICO                                ;
IC-DROPA2-2C;1.00;CARRETE DE 1 KM DE FIBRA ÓPTICA DROP, INTERIOR/EXTERIOR G.657A2 MONOMODO DE 2 HILOS (BIFIBRA), DIELÉCTRICA, FORRO NEGRO;101;05 - TRANSMISION;0502 - FIBRA                                   ;0001 - GENERICO                                ;
DS-D5043QE;0.00;"MONITOR LED FULL HD DE 43"" / IDEAL PARA OFICINA Y HOGAR / USO 24-7 / ENTRADA HDMI-VGA / COMPATIBLE CON MONTAJE VESA / BOCINAS INTEGRADAS";200;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0002 - HIKVISION                               ;
PFA135;0.00;CAJA DE CONEXIONES A PRUEBA DE AGUA, COMPATIBLE LA SERIE DE CAMAMARAS: HFW10, HFW9, HFW5, HFW4, HDW4 Y T1A.;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
SDCS2/128GB;5.00;PlusMemoria Micro SD Canvas Select Plus 128 Gb Clase 10;200;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
BALUN-8MP;0.00;BALUN AHD 8MP;200;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
DHI-NVR5864-EI;0.00;NVR 64CH H.265+ DECODIFICACION 4CH@4K O 16CH@2MP AB ENTRADA 320MBPS 8 SATA 2 HDMI;101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
TT-HDMI-3M;0.00;CABLE HDMI DE 3 METROS (HIGH SPEED) / RESOLUCIÓN 4K / SOPORTA CANAL DE RETORNO DE AUDIO (ARC) / SOPORTA 3D / BLINDADO PARA REDUCIR INTERFERENCIA / CHAPADO EN ORO / ALTA RESISTENCIA Y DURABILIDAD;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DH-SD1A404XBN-GNR;0.00;DOMO PTZ SERIE AI STARLIGHT 4MP@30FPS ZOOM 4X_x000D_ WDR 120DB IP66 IK08 CONTEO DE PERSONAS IR 15M;104;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
IC-DROPA2-1C;0.00;CARRETE DE 1 KM DE FIBRA ÓPTICA DROP, INTERIOR/EXTERIOR G.657A2 MONOMODO DE 1 HILO (UNIFIBRA), DIELÉCTRICA, FORRO NEGRO;101;05 - TRANSMISION;0502 - FIBRA                                   ;0001 - GENERICO                                ;
DS-7732NXI-K4/16P;0.00;NVR 12 MEGAPIXEL (4K) / 32 CANALES IP / ACUSEMSE/ 4 BAHÍAS DE DISCO DURO / HDMI EN 4K / 16 PUERTOS POE;200;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
DH-HAC-HFW1509TN-LED-0280B;0.00;CAMARA 4 EN 1 TIPO BALA METALICA FULLCOLOR 5MP@25FPS LENTE 2,8MM FOV 88° WDR LED 20M IP67;200;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DS-KD-ACF1;10.00;Base de 1 Espacio para EMPOTRAR Videoportero Modelo DS-KD8003-IME1;200;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0002 - HIKVISION                               ;
iDS-2CD7146G0-IZS;0.00;CAMARA DOMO VARIFOCAL MOTO PARA INTERIORES DE 4MP;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
iDS-7216HQHI-M2/S;0.00;DVR 16CH TURBO 4MP LITE 2BAHIA/10TB H.265+  ANALITICAS 30FPS HDMI/VGA METAL 2ND GEN ACUSENSE;200;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DS-2CD1327G2-L(2.8mm);0.00;CÁMARA DE RED DE TORRETA FIJA COLORVU MD 2.0 DE 2 MP IMÁGENES DE ALTA CALIDAD CON RESOLUCIÓN DE 2 MP IMÁGENES COLORIDAS 24 HORAS AL DÍA, 7 DÍAS A LA SEMANA APOYAR LA DETECCIÓN DE PERSONAS Y VEHÍCULOS RESISTENTE AL AGUA Y AL POLVO (IP67)  TECNOLOGÍA DE;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-KIS602;0.00;KIT IP VIDEOPORTERO INCLUYE ESTACIÓN;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
DS-7616NI-I2/16P;0.00;NVR 16 CANALES HD 16 CANALES POE 160MBPS2BAHIAS DISCO/6TB SOPORTA 4K;200;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
DH-HAC-HDW1800TLN-A-0280B;0.00;"CAMARA 4 EN 1 1/2,7"" CMOS 8MP TIPO DOMO SEMIMETALICA 2.8MM  FOV 125° ARRAY IR 30M IP67 CON MIC.";101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-PFM920I-6UN-C;0.00;CABLE UTP CAT6 DAHUA OFC 100% COBRE CALIBRE 4P*0,53MM CHAQUETA PVC AZUL O BLANCO;200;05 - TRANSMISION;0604 - UPS                                     ;0010 - DAHUA                                   ;
DH-PFM920I-6UN-C;2.00;CABLE UTP CAT6 DAHUA OFC 100% COBRE CALIBRE 4P*0,53MM CHAQUETA PVC AZUL O BLANCO;205;05 - TRANSMISION;0604 - UPS                                     ;0010 - DAHUA                                   ;
DS-7616NXI-I2/16P/S(C);0.00;NVR 12 MEGAPIXEL (4K) / RECONOCIMIENTO FACIAL / 16 CANALES IP / BASE DE DATOS / 16 PUERTOS POE+ / 2 BAHÍAS DE DISCO DURO / SWITCH POE 300 MTS MODO EXTENDIDO / SOPORTA FUNCION DE TIME LAPSE  ;101;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
DH-XVR5104HS-4KL-I3;1.00;XVR 4CH + 4CH IP GRABACION HASTA 4K 2CH CON RECONOCIMIENTO FACIAL 1 HDMI 1 SATA RS485 AI CODING;200;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
DH-XVR5104HS-4KL-I3;2.00;XVR 4CH + 4CH IP GRABACION HASTA 4K 2CH CON RECONOCIMIENTO FACIAL 1 HDMI 1 SATA RS485 AI CODING;205;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
DH-HAC-HDW1800TLN-A-0280B;1.00;"CAMARA 4 EN 1 1/2,7"" CMOS 8MP TIPO DOMO SEMIMETALICA 2.8MM  FOV 125° ARRAY IR 30M IP67 CON MIC.";205;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
GV-HD26Y;4.00;PAR DE VIDEO BALUN PASIVO HDCVI/HDTVI/CVBS;205;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
EAP230-Wall;0.00;PUNTO DE ACCESO INALÁMBRICO DE PARED GIGABIT INALÁMBRICO MU-MIMO OMADA AC1200;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0028 - TP-LINK                                 ;
DHI-LM22-B200;1.00;"MONITOR 21.5"" RETROILUMINACION LED 1080P ÁNGULO DE VISIÓN 178°(H)/178°(V) HDMI/VGA";200;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0010 - DAHUA                                   ;
DCT2;0.00;MINI CONTACTO MAGNETICO DE PUERTA INALAMBRICA_x000D_ 433MHZ;101;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
DS-D5032QE;0.00;"MONITOR LED FULL HD DE 32""";200;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0002 - HIKVISION                               ;
DS-7616NI-Q2;0.00;NVR 16CH 160MBPS BIT RATE INPUT MAX H.265 /H.265+/H.264/H.264 +2 SATA INTERFACE, STANDALONE 1U 385 CASE;200;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
iDS-2CD7146G0-IZS;0.00;CAMARA DOMO VARIFOCAL MOTO PARA INTERIORES DE 4MP;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-2CD1023G2-I;4.00;CÁMARA DE RED TIPO BALA FIJA MD 2.0 DE 2 MP IMÁGENES DE ALTA CALIDAD CON RESOLUCIÓN DE 2 MP APOYAR LA DETECCIÓN DE PERSONAS Y VEHÍCULOS IMÁGENES CLARAS CONTRA UNA FUERTE LUZ DE FONDO GRACIAS A LA TECNOLOGÍA DWDR RESISTENTE AL AGUA Y AL POLVO (IP67) E;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
A50H;4.00;DETECTOR TÉRMICO ANALÓGICO;101;03 - DETECCION DE INCENDIOS;0304 - DETECTORES                              ;0012 - COFEM                                   ;
FAE05Y;2.00;FUENTE DE ALIMENTACIÓN ESPECIAL 5 AMP CON CARGADOR DE BATERÍA.;101;03 - DETECCION DE INCENDIOS;0305 - MODULOS Y ACCESORIOS                    ;0012 - COFEM                                   ;
IRON04;21.00;CENTRAL CONVENCIONAL IRON 4 ZONAS;101;03 - DETECCION DE INCENDIOS;0303 - CENTRALES DE DETECCION Y EXTINCION      ;0012 - COFEM                                   ;
DS-7616NXI-I2/16P/S(C);0.00;NVR 12 MEGAPIXEL (4K) / RECONOCIMIENTO FACIAL / 16 CANALES IP / BASE DE DATOS / 16 PUERTOS POE+ / 2 BAHÍAS DE DISCO DURO / SWITCH POE 300 MTS MODO EXTENDIDO / SOPORTA FUNCION DE TIME LAPSE  ;200;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
DH-HAC-HDW1200MN-0280B;0.00;"PREMIUM CAMARA 4 EN 1 1/2,7"" CMOS 1080P TIPO DOMO METALICO LENTE 2,8MM FOV 103° DWDR IR 30M IP67";200;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DH-IPC-EB5541N-AS;0.00;CAMARA TIPO OJO DE PEZ 5MP LENTE 1,4MM FOV 360°_x000D_ WDR 120DB IK10 H.265+ POE MIC INCORPORADO;200;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
OH-4503;0.00;ORGANIZARDOR PLÁSTICO ESTANDAR DE 1 UNIDAD DE RACK;200;05 - TRANSMISION;0503 - RACKS                                   ;0026 - QUEST                                   ;
DH-IPC-HFW3441TN-ZS;0.00;CAMARA IP SERIE AI LITE BALA 4MP 2,7~13,5MM FOV_x000D_ 104°~27° IP67 IR60M WDR 120DB H.265 POE SLOT_x000D_ MICROSD;200;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DS-PR1-WB;0.00;REPETIDOR INALAMBRICO 433MHZ AES 128 800m PLASTICO;200;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0002 - HIKVISION                               ;
LP4C6DUCRD3C;0.00;PATCH CORD CAT6 ULTRADELGADO MULTIFILAR SIN BLINDAR 26AWG PARA CENTRO DE DATOS CHAQUETA CM ROJA 3M;101;05 - TRANSMISION;0601 - ACCESORIOS                              ;0023 - LANPRO                                  ;
DS-2CD2121G0-I(2.8mm);0.00;CAMARA EXT MINI DOMO 2MP D/N F2.8MMDWDR H265+ IR30M METAL/PLASTICO HIKVISION;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-PR1-WB;0.00;REPETIDOR INALAMBRICO 433MHZ AES 128 800m PLASTICO;204;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0002 - HIKVISION                               ;
BRAZOMETALICOX1MTS;0.00;BRAZOMETALICOX1MTS;204;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DS-2CD2083G2-I;0.00;Bala IP 8 Megapixel (4K) Lente 2.8 mm 40 mts IR EXIR Exterior IP67 WDR 120 dB PoE Videoanaliticos Ultra Baja Iluminación     ;101;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
DS-2CD2021G1-I(2.8mm);0.00;CAMARA EXT BALA 2MP D/N F2.8MMDWDR H265+ IR30M METAL/PLASTICO HIKVISION;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
R-UPR1008;0.00;UPS CDP INTERACTIVA, 1000VA/400W 8 TOMASS;101;06 - ACCESORIOS;0604 - UPS                                     ;0001 - GENERICO                                ;
IDS-2CD7A46G0-IZHSY;0.00;Bala IP 4 Megapixel, Lente Mot. 2.8 - 12 mm, 30 mts IR EXIR, IK10, Reconocimiento Facial, WDR 140 dB, DeepinView, Búsqueda por Atributos, Heat Map, ACUSENSE;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
SD-15W;0.00;SIRENA DOBLE TONO 15W, MONTAJE EN SUPERFICIE;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DHI-LM22-B200;0.00;"MONITOR 21.5"" RETROILUMINACION LED 1080P ÁNGULO DE VISIÓN 178°(H)/178°(V) HDMI/VGA";104;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0010 - DAHUA                                   ;
DHI-NVR5232-EI;0.00;NVR 32CH H.265+ DECODIFICACION 4CH@4K O 16CH@2MP AB ENTRADA 320MBPS 2 SATA 1 HDMI;101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
HUB2;0.00;HUB AISLADOR Y AMPLIFICADOR DE SEÑAL PARA BUS._x000D_ COMPATIBLE CON SPECTRA PLUS Y EVO;101;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
DH-SD2A500-GN-A-PV;0.00;CAMARA IP PT 5MP FULL COLOR DISUASION ACTIVA LENTE FIJO IR 30M SMART H.265 MICROSD IP66 POE;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-SD2A500-GN-A-PV;1.00;CAMARA IP PT 5MP FULL COLOR DISUASION ACTIVA LENTE FIJO IR 30M SMART H.265 MICROSD IP66 POE;205;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
SF-747A;0.00;SIRENA PARA INTERIOR / 2 TONOS / SONIDO DE 95 DB;101;03 - DETECCION DE INCENDIOS;0301 - AUDIO EVACUACION                        ;0001 - GENERICO                                ;
IDS-2CD7A46G0/P-IZHS;0.00;Reconocimiento de Marca, Modelo, Color, Placa) Bala IP 4 Megapixel / Lente Mot. 2.8 a 12 mm / ANPR / Reconocimiento y Captura de Placas Vehiculares / WDR 140 dB / IP67 / IK10 / 50 mts IR EXIR;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
IDS-2CD7A46G0-IZHSY;0.00;Bala IP 4 Megapixel, Lente Mot. 2.8 - 12 mm, 30 mts IR EXIR, IK10, Reconocimiento Facial, WDR 140 dB, DeepinView, Búsqueda por Atributos, Heat Map, ACUSENSE;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
RK600S00000B;0.00;SENSOR DE CHOQUE DIGITAL;200;01 - DETECCION ROBO;0103 - DETECTORES                              ;0001 - GENERICO                                ;
OH-4503;0.00;ORGANIZARDOR PLÁSTICO ESTANDAR DE 1 UNIDAD DE RACK;101;05 - TRANSMISION;0503 - RACKS                                   ;0026 - QUEST                                   ;
R-UPR1008;0.00;UPS CDP INTERACTIVA, 1000VA/400W 8 TOMASS;200;06 - ACCESORIOS;0604 - UPS                                     ;0001 - GENERICO                                ;
ADAPTADOR-ETHERNET-RJ45;6.00;ADAPTADOR-ETHERNET-RJ45;200;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DS-K1T342MFWX;0.00;TERMINAL DE RECONOCIMIENTO FACIAL SERIE MIN MOE (IP65) WIFI CON LECTOR MIFARE / HASTA 1,5 MTS EN LECTURA / SOPORTA P2P HIK-CONNECT / 1500 ROSTROS / 3000 HUELLAS / VIDEOPORTERO.;200;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0002 - HIKVISION                               ;
DS-KIS602;0.00;KIT IP VIDEOPORTERO INCLUYE ESTACIÓN;200;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
DS-2CE12DF0T-LFS;0.00;CAMARA TURBO 1080P BALA  0.001LUX F1.0   HIBRIDA B/N - Color VU 24/7 COLORVU  20M 3D DNR  DWDR IP67 LUZ BLANCA METALICA AUDIO COAXIAL;200;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
LP4C6DUCRD3C;0.00;PATCH CORD CAT6 ULTRADELGADO MULTIFILAR SIN BLINDAR 26AWG PARA CENTRO DE DATOS CHAQUETA CM ROJA 3M;200;05 - TRANSMISION;0601 - ACCESORIOS                              ;0023 - LANPRO                                  ;
DH-IPC-HFW1230S1N-0280B-S5;0.00;"CAMARA IP BALA SEMIMETALICA 1/2,7"" CMOS 2MP@30FPS LENTE 2,8MM FOV 115° DWDR IR 30M H.265+ POE IP67";101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
CPUTPCAT5E;1.00;UTP CAT5E-ALEACION-305MTS CCTVPOWER,24AWG 4P*2*0,50,CHAQUETA CHAQUETA BLANCA;200;05 - TRANSMISION;0501 - CABLEADO                                ;0001 - GENERICO                                ;
DS-2CD1623G2-IZ;0.00;CÁMARA DE RED TIPO BALA VARIFOCAL MD 2.0 DE 2 MP IMÁGENES DE ALTA CALIDAD CON RESOLUCIÓN DE 2 MP APOYAR LA DETECCIÓN DE PERSONAS Y VEHÍCULOS LENTE VARIFOCAL MOTORIZADA DE 2,8 A 12 MM PARA UNA FÁCIL INSTALACIÓN Y MONITOREO RANURA PARA TARJETA SD DE HAS;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-E08HGHI-B;0.00;eDVR 8 CH 2MG 1080p DISCO DURO eSSD 480gb H265+ ACUSENSE;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
T072;0.00;TAMPER;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
IPC-A32EN-L-IMOU;0.00;CAMARA IP RANGER2 DE 3MP/2K 25FPS 3,6MM WIFI 2.4GHZ H.265 DETEC. MOV Y VISION NOC. IR10M AUDIO 2VIAS;101;02 - CCTV;0205 - CONSUMER                                ;0010 - DAHUA                                   ;
DH-SD49225DB-HNY;0.00;"CAMARA IP DH-SD49225DB-HNY, TIPO PTZ, SENSOR CMOS 1/2,8"", 2MP, DISTANCIA FOCAL 4,8-120MM 25X, ANGULO APERTURA 58,5°-2,8°, WDR 120DB, IR 100M, IP66 ";101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
DH-SD5A232GB-HNR;0.00;"CAMARA IP DH-SD5A232GB-HNR, TIPO PTZ, STARLIGHT, SENSOR CMOS 1/2,8"", 2MP, DISTANCIA FOCAL 4,5-144MM 32X, ANGULO APERTURA 58,4°-3,0°, WDR 120DB, IR 150M, IP67, IK 10 ";101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
EPU600L;0.00;UPS DE 600VA/360W / TOPOLOGÍA LÍNEA INTERACTIVA / ENTRADA Y SALIDA 120 VCA / CLAVIJA NEMA 5-15P / 4 TOMAS NEMA 5-15R;200;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
IDS-7232HQHI-M2;0.00;DVR 32CH TURBO 4MP Llite 2 BAHIA/ 10TB H.265+  ANALITICAS AUDIO POR COAXITRON SALIDA DE VIDEO 1080P ENTRADA Y SALIDA DE ALARMA AcuSense;200;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DHI-ARB1606;0.00;EXPANSOR DE ZONA, 16 CANALES DE ENTRADA Y 6 CANALES DE SALIDA, COMUNICACIÓN POR RS485, 12VDC-1AMP;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0010 - DAHUA                                   ;
DS-3E0105D-E;4.00;;200;05 - TRANSMISION;0504 - TRANSMISION                             ;0002 - HIKVISION                               ;
DS-K1201A-MF;1.00;LECTOR ESCLAVO MIFARE IP65 / HUELLA DIGITAL / LECTOR DE TARJETAS DE MIFARE / RS-485 / INTERIOR Y EXTERIOR / REQUIERE PANEL DE LA SERIE DS-K2600;101;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0002 - HIKVISION                               ;
CS-DP1C-A0-4A1WPFBSR;0.00;"TIMBRE WIFI 1MP, PIR, AUDIO BIDIRECCIONAL,  CON PANTALLA 4,3"", VISION NOCTURNA 3 METROS , CARCASA DE ZINC";202;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
DS-2CE76H0T-ITPF(C)(2.8mm);0.00;CAMARA TURBO 5MP DOMO EXIR 0.01LUX 2.8MM IR20M IP67 R PLASTICA HIKVISION;200;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
WD101PURP;0.00;DISCO DURO PURPLE PRO DE 10 TB / 7200 RPM / OPTIMIZADO PARA SOLUCIONES DE VIDEOVIGILANCIA CON ANALITICOS (META DATA) / USO 24-7 / 5 AÑOS DE GARANTIA;200;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
CS-DP1C-A0-4A1WPFBSR;0.00;"TIMBRE WIFI 1MP, PIR, AUDIO BIDIRECCIONAL,  CON PANTALLA 4,3"", VISION NOCTURNA 3 METROS , CARCASA DE ZINC";204;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
UPS-BT-601;0.00;UPS INTERACTIVA FORZA BT-601 UPS 600VA/360W 120V  8-NEMA 50-60Hz;200;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DS-7732NI-I4-16P;0.00;NVR 12 Megapixel (4K) / 32 Canales IP / 16 Puertos PoE+ / Soporta Cámaras con AcuSense / Switch PoE 300 mts / HDMI en 4K / Soporta POS;104;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
EAP110;0.00;Punto de Acceso Omada / 802.11 b/g/n (2.4 GHz) / Hasta 300 Mbps / Alimentación PoE 24V pasivo / Para montaje en techo / Soporta hasta 50 clientes.;101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0028 - TP-LINK                                 ;
TL-SF1024D;0.00;SWITCH NO ADMINISTRABLE DE 24 PUERTOS 10/100 MBPS PARA ESCRITORIO/RACK;101;05 - TRANSMISION;0504 - TRANSMISION                             ;0028 - TP-LINK                                 ;
HL3;1.00;CERRADURA INTELIGENTE HIPCAM WIFI TECLADO TOUCH, HUELLA DIGITAL 100 REGISTROS, TARJETAS HASTA 180 REGISTROS, DIMENSIONES 235(H)x75(W)x20(T);101;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0001 - GENERICO                                ;
DH-SD49425DB-HNY;0.00;DOMO PTZ IP AI 4MP ZOOM 25X WDR 120DB H265+ IP66 IR 100M 12VDC/3A POE+ INCL. SOPORTE SIN FUENTE;101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
DS-7732NI-M4/16P;0.00;NVR 8K / 32 CANALES / 16 PUERTOS POE+ / SOP. 4 HDD (NO INC.) / H.265;101;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
DH-PFS4226-24ET-360;0.00;SWITCH POE 24 PUERTOS GIGA ADMINISTRABLE CAPA2, SUPPORT IPV4/IPV6, AND DHCP, HI-POE 60W;101;05 - TRANSMISION;0504 - TRANSMISION                             ;0010 - DAHUA                                   ;
LM1802;0.00;ELECTROIMAN FUERZA DE RETENCION 180KG_x000D_DIMENSIONES: CERRADURA 170*38.5*21MM PLACA_x000D_ 130*33*11MM;104;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
DS-3E0518PE;0.00;Switch PoE+ / 16 Puertos Gigabit 802.3 af/at (30 W) / 1 Puerto Gigabit Uplink / 1 Puertos SFP;104;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0002 - HIKVISION                               ;
S50+TK4100;480.00;TARJETA DE PROXIMIDAD EM/MIFARE;101;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0002 - HIKVISION                               ;
IDS-7208HUHI-M1/S/A;0.00;DVR 8 MEGAPIXEL / 8 CANALES TURBOHD + 8 CANALES IP / 1 BAHÍA DE DISCO DURO / AUDIO POR COAXITRON / 8 ENTRADAS DE ALARMA / 4 SALIDA DE ALARMA / H.265+  ;200;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
DS-KIS603-P;1.00;KIT DE VIDEOPORTERO IP WIFI CON LLAMADA A APP DE SMARTPHONE (HIKCONNECT) / FRENTE DE CALLE IP65 / SOPORTA POE ESTÁNDAR ;200;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
DS-2CE12DF0T-FS(2.8mm);0.00;BALA TURBOHD 2 MEGAPIXEL (1080P) CON AUDIO  / IMAGEN A COLOR 24/7 / LENTE 2.8 MM / METAL / LUZ BLANCA 40 MTS / EXTERIOR IP67 / TVI-AHD-CVI-CVBS / DWDR;200;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-7732NI-M4/16P;0.00;NVR 8K / 32 CANALES / 16 PUERTOS POE+ / SOP. 4 HDD (NO INC.) / H.265;200;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
iDS-7208HUHI-M1/FA;1.00;;200;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
